page,rank,rank_change,product_id,product_name,price_band,shop_name,user_payment_amount,click_count,deal_count,click_deal_conversion,product_row_key,product_image_url,shop_image_url
13,124,124 首次上榜,3836516761759514923,【总裁上新】MODONG 魔胴柠檬风味冻干黑咖啡小魔杯美式两月装上新,¥318-¥999,MODONG MAGIC咖啡旗舰店,¥75万 - ¥100万,5万 - 7.5万,"2,500 - 5,000",10% - 15%,3836516761759514923_124,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/png_m_286ae4678fe1b98c052e155461f6db04_sx_1205915_www1080-1080,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/7d5692ca1ed9496eba4b5cbc0f4367fe~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818401118&x-signature=fjpf6IvQNgeaokxbJoSroW%2Fbcns%3D
13,125,125 37,3722271548669821301,【97】八大名茶组合装 铁观音大红袍金骏眉小种普洱 送茶具,¥298,岱岩峰茶业,¥75万 - ¥100万,10万 - 25万,"2,500 - 5,000",2.5% - 5%,3722271548669821301_125,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/XDRWuMKF_m_46eff4052644981553e6056c162e336f_sx_867657_www1200-1200,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/16c312eb2bbd47838cc9d282ad91ab6a~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818402976&x-signature=ye7Wqzn6r6WbffHyl%2Ftzk2Wm8Ls%3D
13,126,126 首次上榜,3836151470605074886,金芽晒红 冷泡白雪 调味茶 夏日DIY 冷泡茶 支持试喝 冰镇,¥19-¥38,云之尚好物甄选,¥75万 - ¥100万,25万 - 50万,2.5万 - 5万,15% - 20%,3836151470605074886_126,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/png_m_55ac9eed236d7a541ef74797dd2d6ce8_sx_1692941_www1086-1086,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/77375ba310ac4a8ea06a7791cee95ad0~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818403968&x-signature=9qLcfmgnXdYzkGiNUiTPE0%2Fwpn0%3D
13,127,127 100,3813462264384717169,【代餐也好吃】春光椰椰牛油果元气谷物罐 饱腹0白砂糖轻食营养A2,¥179,春光食品旗舰店,¥75万 - ¥100万,2.5万 - 5万,"5,000 - 7,500",30% - 35%,3813462264384717169_127,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_61098cb50542c40ce78caf77554ad0d8_sx_483123_www1000-1000,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/b642d82bfd55473b996cf38909fb4466~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818404444&x-signature=UJYfCx2UDb4Cy5fABGUyjzkb7wE%3D
13,128,128 首次上榜,3819637020704243882,小罐茶冷泡茶调味乌龙青心乌龙茉莉花香爆款礼盒敦煌博物馆,¥398,小罐茶官方旗舰店,¥75万 - ¥100万,10万 - 25万,"5,000 - 7,500",10% - 15%,3819637020704243882_128,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_05eb2c2c4b8e74bc3972e3d7cc9e718c_sx_602470_www800-800,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/efff1e2037ac4cd4b83018f5ef7b3f3c~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818402206&x-signature=z1AZYmaxIcL0pOTjWfydpF1CF%2Bc%3D
13,129,129 22,3709072064100040998,茉莉飘雪【鹏哥强推】力荐七窨一提花金奖茉莉花茶150g花香馥郁送礼,¥99-¥188,鹏哥精选好茶集合店,¥75万 - ¥100万,10万 - 25万,"7,500 - 1万",5% - 7.5%,3709072064100040998_129,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/png_m_8aabae2aeea22a4aca4ec31024874f77_sx_882419_www800-800,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/f9ec25f1039d4144b51a5fd309097180~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818402359&x-signature=79KMAzzf3ggwaNqLlWSviMzQw%2Bk%3D
13,130,130 16,3496427045557298048,欣善怡澳洲进口健身代餐自律搭子全麦脆高膳食纤维即食烘焙麦片/M,¥59-¥244,欣善怡官方旗舰店,¥75万 - ¥100万,10万 - 25万,1万 - 2.5万,15% - 20%,3496427045557298048_130,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/png_m_1d214dc4c2a062adcc16a2b66c974c77_sx_865063_www800-800,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/16016beb4481486195edac9d35f09ad3~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818402806&x-signature=QTXiWj2SaorSEM2UipUXeRqX4M0%3D
14,131,131 首次上榜,3767856274293785063,【周年庆专属】永和原磨细腻豆浆粉营养高蛋白早餐代餐饮品,¥79,永和豆浆轻食旗舰店,¥75万 - ¥100万,10万 - 25万,1万 - 2.5万,15% - 20%,3767856274293785063_131,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_746ed2d02973f34cf76b49fb3929dfb5_sx_571182_www800-800,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/6d2f3cb6aa8849e98c105f4d76283cad~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818402799&x-signature=i4BVqt7ep162ISmFWLrCGosx2RM%3D
14,132,132 首次上榜,3623115507537953620,认养一头牛牛初乳粉营养奶粉800g*2罐+燕窝酸高钙奶粉700g*1罐-JJ,¥238,认养一头牛奶粉旗舰店,¥75万 - ¥100万,5万 - 7.5万,"2,500 - 5,000",10% - 15%,3623115507537953620_132,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_7d1cd3699f04620a7fa441cceb203363_sx_362105_www1200-1200,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/3decec31906e4144994f25cf25a0ae02~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818404245&x-signature=MDIfV4G6Zc5caifUqdYoWhKWsHs%3D
14,133,133 首次上榜,3576947978776229537,【椰汁三箱】轻上0糖生椰饮料特别添加胶原蛋白肽即饮椰汁营养饮品,¥89,轻上官方旗舰店,¥75万 - ¥100万,25万 - 50万,1万 - 2.5万,15% - 20%,3576947978776229537_133,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/png_m_dad9bc87c50ab9500517a16911727617_sx_1079647_www1080-1080,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/aaa59cf75d2b40779d1413bfb66aa5a1~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818402799&x-signature=Vs5qh17x3c1ljsHVHklfEWK52g4%3D
14,134,134 首次上榜,3765271412634419276,【湖北李时珍】猴头菇丁香茶 沙棘佛手饮料等材料组合茶饮料,¥29-¥69,草本养生茶小店,¥75万 - ¥100万,25万 - 50万,2.5万 - 5万,5% - 7.5%,3765271412634419276_134,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_be7696f9d34159781e1202efde0618d0_sx_413722_www800-800,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/a73a72d80a944f6598579be198ea7dc1~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818400994&x-signature=sQKYnmCzpimt0YEwryKOjkoTm0Y%3D
14,135,135 31,3735583851301437465,认养一头牛纯牛奶200ml*10盒*4整箱装早餐奶营养牛奶100%生牛乳CN,¥99,认养一头牛官方旗舰店,¥75万 - ¥100万,7.5万 - 10万,"7,500 - 1万",15% - 20%,3735583851301437465_135,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_681fd91e1afc4fbb12665d42d9e8aec0_sx_126890_www800-800,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/89cc62db0262443f9f83b05dcb9b1f1c~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818402192&x-signature=ubbk3Brt68%2FOdRjJ4RzBTbPuHYw%3D
14,136,136 9,3824851684228726909,【悦鲜活】营养低温生牛乳鲜牛奶450ml*7瓶+780ml*1瓶,¥79,悦鲜活官方旗舰店,¥75万 - ¥100万,10万 - 25万,1万 - 2.5万,7.5% - 10%,3824851684228726909_136,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_e14cd78cd90eb45678dfe4b24ef6e9fb_sx_401219_www800-800,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/376e534e6ac14bf6bfe2c09f634f0751~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818401965&x-signature=UQghfRyxEa6uCV3fYMauKqhUrSc%3D
14,137,137 首次上榜,3828916978307956796,清承堂2026新茶 花茶茶叶 浓香耐泡茉莉花茶 茉莉雪芽（6）,¥158,清承堂茶叶旗舰店,¥75万 - ¥100万,5万 - 7.5万,"5,000 - 7,500",10% - 15%,3828916978307956796_137,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_6e42ac680f367c413bb25b46e78fdeb8_sx_303665_www800-800,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/e0561dcf45594ebb9b1c1ffb42cd705a~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818403070&x-signature=%2FzCQpTqq6LMM6IIO38SlQMHwfic%3D
14,138,138 1,3566377984535462017,2026年新茶 京华茶叶茉莉花茶茉莉高碎 中华老字号茗茶 袋装250g,¥69-¥158,京崋官方旗舰店,¥75万 - ¥100万,7.5万 - 10万,1万 - 2.5万,20% - 25%,3566377984535462017_138,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_f79aed08f6cd81b46268064fd45f5140_sx_288707_www800-800,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/6374b95aae1742d0bce4770b42102c60~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818403270&x-signature=P21oA2xlIqedUytey5AQu6a3sTY%3D
14,139,139 首次上榜,3835951462542868607,【下单数量改到4】枸杞地黄饮 精选好食材,¥39,邮邮食品严选,¥75万 - ¥100万,10万 - 25万,10万 - 25万,35% - 40%,3835951462542868607_139,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/png_m_4ca7d376b45aa012f5eb48322c8278d1_sx_573525_www800-800,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/31045a5e110143b69c0c5c470eba5e76~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818402626&x-signature=9rcoo8JduO1OAZG90vxdq8jwa6I%3D
14,140,140 44,3756958567882686615,认养一头牛纤果瓶0蔗糖酸奶2箱20瓶低GI羽衣甘蓝三伏天膳食纤维SN,¥109,认养一头牛官方旗舰店,¥75万 - ¥100万,7.5万 - 10万,"7,500 - 1万",20% - 25%,3756958567882686615_140,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/png_m_f9ddf6b3896bd67e5c1108d5b90a453b_sx_607696_www800-800,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/89cc62db0262443f9f83b05dcb9b1f1c~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818402192&x-signature=ubbk3Brt68%2FOdRjJ4RzBTbPuHYw%3D
15,141,141 首次上榜,3836121766745473320,2026年五味斋重磅新品茉莉毛尖王八次窨制浓香耐泡口重回甘,¥175-¥350,五味斋茶庄,¥75万 - ¥100万,5万 - 7.5万,"2,500 - 5,000",10% - 15%,3836121766745473320_141,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_9a6bd3b873b9a8de985169bda3008b3a_sx_4155478_www3024-3024,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/ba24fd72f7054ee4ac97bafa7926193f~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818401664&x-signature=IsbAPxsljnsJ4R6IxzSj922LvRE%3D
15,142,142 首次上榜,3827260797998989407,【数量改5拍】到手700克寸泉MCT生酮咖啡升级款早餐速溶咖啡粉黄油,¥59,扁角鹿咖啡冲饮店,¥75万 - ¥100万,25万 - 50万,10万 - 25万,7.5% - 10%,3827260797998989407_142,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_ff037f334fafb30e67c899c6656f2d0c_sx_214915_www1280-1280,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/4de0bf9b57df4ecda89bf9c880b188f7~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818404218&x-signature=dYz6aPCYL11SXZDj8FsUt83fNiA%3D
15,143,143 首次上榜,3836364438554935898,【淄博中医医院玉竹十白】科学配方真材玉竹十白茶,¥99,淄博玉竹十白茶,¥75万 - ¥100万,7.5万 - 10万,"7,500 - 1万",15% - 20%,3836364438554935898_143,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_526c77e32ebfb4399fe823a6ae864977_sx_584655_www2000-2000,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/38bd405e3ba54b008aab29b37160341c~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818403881&x-signature=GTIFl9InjXEZhUjf2naph1dNTxM%3D
15,144,144 首次上榜,3778709600757481526,轻滋畅【官方正品】西梅奇亚籽奶昔饮品网红代餐奶昔营养休闲饮料,¥39,轻滋畅官方旗舰店,¥75万 - ¥100万,10万 - 25万,1万 - 2.5万,10% - 15%,3778709600757481526_144,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/png_m_b4763fb1a91eb1972d4edef3165641ac_sx_895764_www800-800,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/6fed439007584b68bef1c220e8e3fb2e~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818404437&x-signature=ceAQrhJaOvxj4yzjpOzw5IK70oM%3D
15,145,145 首次上榜,3768214712962121845,【五罐赠玻璃杯勺】隆嘉盛黑芝麻核桃桑葚粉芝麻糊懒人早餐500克/罐,¥29,隆嘉盛食品旗舰店,¥75万 - ¥100万,10万 - 25万,2.5万 - 5万,15% - 20%,3768214712962121845_145,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_8c1ca796b4938cf849a2f2493802b97b_sx_428662_www800-800,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/fdf1c529b5594431969e042c48710525~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818401852&x-signature=RMzsd%2FPa%2B4Fs%2BMMur5UqYu8zNDQ%3D
15,146,146 53,3678776135816183907,【送货上门】东方树叶500ml*15瓶多口味饮品无糖茶饮料整箱装,¥63,东方树叶官方旗舰店,¥75万 - ¥100万,10万 - 25万,1万 - 2.5万,15% - 20%,3678776135816183907_146,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_afd3829e6ae1a7527edd917e1a533756_sx_695661_www1080-1080,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/648c7638f4ca4c449597b96460ac4e1f~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818403189&x-signature=aGSN8dF9Gusxi8TA%2FFQhgqTgaWA%3D
15,147,147 首次上榜,3696263251986874481,【2500克送牛奶杯勺】礼全斋黄芪党参豆浆粉500克/罐,¥29,食臻食品专营店,¥75万 - ¥100万,10万 - 25万,2.5万 - 5万,15% - 20%,3696263251986874481_147,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_faba9b68cdeca429f3e4e189e63d3929_sx_641359_www800-800,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/1dca80d62625446884c86d8e0bab3b8a~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818403366&x-signature=3FecR0870bBtWaD0uc9qYBJGSdE%3D
15,148,148 首次上榜,3547428552116974791,【高饱腹感高蛋白】王饱饱未碱化生可可粉冲泡热巧克力液断代餐-zb,¥49-¥69,王饱饱官方旗舰店,¥75万 - ¥100万,10万 - 25万,1万 - 2.5万,20% - 25%,3547428552116974791_148,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/png_m_e042c76f629b6dc490b5912491737582_sx_949814_www800-800,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/93d2e22dc37048b3a0503922269930e9~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818401239&x-signature=p0HmvH%2BtYn05gSE4lOgT0IMSNAk%3D
15,149,149 35,3605478756560595935,【氢纯312ml】直播专属-泰山深层岩脉泉水-天然弱碱含氢水-送水到家,¥225-¥1800,氢纯官方旗舰店,¥75万 - ¥100万,2.5万 - 5万,"2,500 - 5,000",10% - 15%,3605478756560595935_149,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_95dfd565830af39c1c4925aa02c2e343_sx_152911_www1080-1080,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/8cb7fb9bb21246bb81991e3d7171cefb~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818401367&x-signature=N0U4m6Vz%2FVQ5WtWh9rnxXUcJWfo%3D
15,150,150 120,3818727810437087664,【到手112瓶】低温A2吨吨200ml*12+200有机吨吨*2瓶*8期-ky,¥539-¥549,认养一头牛低温旗舰店,¥75万 - ¥100万,2.5万 - 5万,"1,000 - 2,500",10% - 15%,3818727810437087664_150,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_d6614ed3f9bc266b6e21187aad69c939_sx_176334_www800-800,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/cad55776cca1417ba05d2b6732494e77~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818402193&x-signature=Z80o21ZjXKymCpKlmUVtY6uUlXc%3D
16,151,151 首次上榜,3829453320938979408,【小伊自营】2026年新炒黄瓜籽粉东北特产老黄瓜粉500g*4瓶（4斤）,¥99,小伊滋补,¥75万 - ¥100万,5万 - 7.5万,1万 - 2.5万,25% - 30%,3829453320938979408_151,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/png_m_414eb63b73257cac30b58010514b659a_sx_757637_www800-800,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/ec83e8aab9a143c7af87e992283fa0ca~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818403437&x-signature=d8pFO8FZKyfFwAXELVebeTpu5wQ%3D
16,152,152 32,3827403889196532096,聚小美NFC猕猴桃汁275ml*6瓶,¥59,聚小美官方旗舰店,¥75万 - ¥100万,10万 - 25万,1万 - 2.5万,10% - 15%,3827403889196532096_152,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/png_m_419939d9fb23982e77be14f6685b17a4_sx_1709516_www1200-1200,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/d22c4ad549364d7ba1bb15e3eeb2b61b~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818403607&x-signature=Nlca8rKJcE4DkuyemyGo5p9f8kA%3D
16,153,153 首次上榜,3835553673367388325,Soileta冻干不老莓果粉 野樱莓Aronia果实冻干冲饮,¥149-¥298,SOILETA食品旗舰店,¥75万 - ¥100万,10万 - 25万,1万 - 2.5万,7.5% - 10%,3835553673367388325_153,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_f9611705bfa23686adce424c98436681_sx_281537_www1200-1200,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/efda68f8a48542dc923ae9af0063c3aa~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818403890&x-signature=zcOMg32hweNk4bTaCMgCJaLNAQY%3D
16,154,154 首次上榜,3835234585214582788,2026年新茶津沽老二茉莉花茶折螺碎高碎口重沙断芽断碎 后口回甘,¥49-¥88,老贰的伍店,¥75万 - ¥100万,10万 - 25万,1万 - 2.5万,15% - 20%,3835234585214582788_154,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_ecf974c489cd17f16f649f0943f95f27_sx_524936_www800-800,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/931821a449a94f6e9cd9edc11993dccb~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818402995&x-signature=1rLX7H1hCJFIVJK%2B%2Ft%2BYwcAww3k%3D
16,155,155 首次上榜,3833016301111083102,【厂家直销】正宗枇杷炖梨一整箱夏季解渴饮料高颜值果汁粉丝果味,¥16-¥26,暖暖端端食品甄选铺,¥75万 - ¥100万,25万 - 50万,2.5万 - 5万,15% - 20%,3833016301111083102_155,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/png_m_ab8646005d40697d9d37342361ea3afa_sx_1967832_www1254-1254,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/ddab3eab1cf0436eae47de1e37a722a1~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818403731&x-signature=MIzq0wAnjhrRkRs7KdDnKkbcufE%3D
16,156,156 首次上榜,3814433193164144944,[6月生产]伊利高钙低脂牛奶250ml*21盒加25%钙早餐伴侣礼盒装,¥52,苏宁易购卖场店,¥75万 - ¥100万,25万 - 50万,1万 - 2.5万,7.5% - 10%,3814433193164144944_156,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_ccd2cddf9583f375b0f2254ad5af2ce4_sx_246291_www800-800,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/e5597de0636543969f3e3bf2608ef587~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818402805&x-signature=LkYCKAhvufpzK8ZQ33qvQ1bYijI%3D
16,157,157 首次上榜,3592190805059727644,健力宝凤梨味饮料汽水果味低糖0脂饮品330ml*24罐,¥59,健力宝官方旗舰店,¥75万 - ¥100万,10万 - 25万,1万 - 2.5万,10% - 15%,3592190805059727644_157,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_6aee82e3df2c7ca6d080e1bdf58187bb_sx_548353_www800-800,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-tsivw11p2g/857a5bafd5bc426a9670f1803726c5eb~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818401693&x-signature=n8sWgWtZtstrhujCyhLlKsNGrKM%3D
16,158,158 首次上榜,3836633376589218262,【回归专属】妈妈很忙原生有机纯驼乳粉300g 高钙新鲜营养全脂,¥328-¥5904,妈妈很忙婺喜饮品专卖店,¥75万 - ¥100万,1万 - 2.5万,"750 - 1,000",10% - 15%,3836633376589218262_158,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_dbe9c6c3bcf62fb8a94ecbaf14f88d42_sx_126022_www1280-1280,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/e0160f9c9e5b43b1b7ff799ba0310704~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818402993&x-signature=FeOSYHxv2NUwgyvJzK7hImiAXto%3D
16,159,159 首次上榜,3816726342708363603,【索图甄选】天友百特3.8g蛋白质纯牛奶200ml*10盒*4提（两个包裹发）,¥272,天友官方旗舰店,¥75万 - ¥100万,5万 - 7.5万,1万 - 2.5万,20% - 25%,3816726342708363603_159,https://p3-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_00e49f15f1a0878ebfc95eebecf93fd1_sx_385740_www800-800,https://p3-ecom-qualification-sign.ecombdimg.com/temai/1613702052cd23b260b29b22129bd8762403d56e5170af69d0~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818401727&x-signature=75SDFD4pv%2FhVG63pYdAqgSoBJCk%3D
16,160,160 首次上榜,3835916578852045165,牛油果增代益生菌咖啡含多种专利益生菌+鱼胶原蛋白肽,¥199,轻小盈咖啡店,¥75万 - ¥100万,2.5万 - 5万,"2,500 - 5,000",20% - 25%,3835916578852045165_160,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_9c5ede06432ff3afbf79570cb4494f6a_sx_316704_www1080-1080,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/5b2482c6795043b597a18a13fb2b0fa5~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818403902&x-signature=oVa3Bm2eIqsByjgIDhPnLc58uMc%3D
17,161,161 30,3776423948246451041,【新品】认养一头牛4.0蛋白质纯牛奶125ml*12盒整箱装生牛乳营养SP,¥29-¥89,认养一头牛官方旗舰店,¥75万 - ¥100万,25万 - 50万,1万 - 2.5万,10% - 15%,3776423948246451041_161,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_20271be16fbde0bc45b757a4c84c9c67_sx_122081_www800-800,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/89cc62db0262443f9f83b05dcb9b1f1c~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818402192&x-signature=ubbk3Brt68%2FOdRjJ4RzBTbPuHYw%3D
17,162,162 9,3822221446449594753,【送同款吸管盖】愉果先生VC粉柠檬水选用斑马柠檬大瓶600ml*6瓶,¥23-¥39,愉果先生水饮旗舰店,¥75万 - ¥100万,50万 - 75万,2.5万 - 5万,5% - 7.5%,3822221446449594753_162,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_865e00f76c37524b14a89859312880aa_sx_570813_www800-800,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/ef2f30c10b6a45429f75ab3fdd4f8ae6~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818403552&x-signature=goHI%2FQsWp5dwrOXdjBlDPjpdO2c%3D
17,163,163 34,3516830255727915087,【配料只有大豆】九阳豆浆粉黄豆黑豆高蛋白原味孕妇健身早餐营养,¥39-¥119,九阳豆浆官方旗舰店,¥75万 - ¥100万,25万 - 50万,1万 - 2.5万,10% - 15%,3516830255727915087_163,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_28bd46f2cb17c1c3f7f29a20e1253c95_sx_111251_www800-800,https://p3-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/dc04ea0708334d248b74cdf1de6f63b2~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818403125&x-signature=mamFNDHP7rKU61ClCRFG8R%2FM55c%3D
17,164,164 36,3790310906555138310,热销爆款——【商超同款】妙可蓝多钙多多lite奶酪棒 BL,¥35-¥130,妙可蓝多官方旗舰店,¥75万 - ¥100万,25万 - 50万,2.5万 - 5万,10% - 15%,3790310906555138310_164,https://p9-aio.ecombdimg.com/obj/ecom-shop-material/jpeg_m_5f3799911b4da73b803caecab4299690_sx_444574_www800-800,https://p6-ecom-qualification-sign.ecombdimg.com/tos-cn-i-6vegkygxbk/8755b7af727e4f6e93b4118f78d0014b~tplv-6vegkygxbk-s:750.image?lk3s=c9156bde&x-expires=1818402586&x-signature=NEW4fBVM3X0qrN3PwlFFmwEtikU%3D
